filename,original_cc,final_cc
552_refined.npy,1,1
602_refined.npy,1,1
31_refined.npy,1,1
462_refined.npy,1,1
321_refined.npy,1,1
816_refined.npy,2,1
26_refined.npy,1,1
130_refined.npy,1,1
555_refined.npy,1,1
808_refined.npy,2,1
96_refined.npy,1,1
281_refined.npy,1,1
706_refined.npy,1,1
758_refined.npy,1,1
45_refined.npy,1,1
639_refined.npy,1,1
972_refined.npy,1,1
910_refined.npy,2,1
610_refined.npy,1,1
3_refined.npy,1,1
208_refined.npy,1,1
605_refined.npy,1,1
481_refined.npy,1,1
17_refined.npy,1,1
594_refined.npy,1,1
637_refined.npy,1,1
482_refined.npy,1,1
128_refined.npy,1,1
456_refined.npy,1,1
59_refined.npy,2,1
811_refined.npy,1,1
299_refined.npy,1,1
982_refined.npy,1,1
334_refined.npy,1,1
322_refined.npy,1,1
10_refined.npy,1,1
819_refined.npy,1,1
476_refined.npy,1,1
266_refined.npy,1,1
669_refined.npy,1,1
419_refined.npy,1,1
822_refined.npy,1,1
489_refined.npy,1,1
267_refined.npy,1,1
617_refined.npy,1,1
868_refined.npy,1,1
393_refined.npy,2,1
662_refined.npy,1,1
125_refined.npy,1,1
437_refined.npy,2,1
922_refined.npy,1,1
404_refined.npy,2,1
319_refined.npy,1,1
735_refined.npy,1,1
596_refined.npy,1,1
678_refined.npy,1,1
249_refined.npy,1,1
244_refined.npy,1,1
123_refined.npy,1,1
44_refined.npy,2,1
407_refined.npy,1,1
930_refined.npy,1,1
844_refined.npy,1,1
689_refined.npy,1,1
657_refined.npy,1,1
415_refined.npy,1,1
694_refined.npy,1,1
99_refined.npy,1,1
525_refined.npy,1,1
135_refined.npy,1,1
530_refined.npy,1,1
985_refined.npy,1,1
339_refined.npy,1,1
667_refined.npy,2,1
148_refined.npy,1,1
584_refined.npy,1,1
212_refined.npy,1,1
38_refined.npy,1,1
515_refined.npy,1,1
335_refined.npy,1,1
262_refined.npy,1,1
682_refined.npy,1,1
633_refined.npy,1,1
688_refined.npy,1,1
862_refined.npy,1,1
189_refined.npy,1,1
889_refined.npy,1,1
37_refined.npy,1,1
887_refined.npy,1,1
841_refined.npy,1,1
623_refined.npy,1,1
431_refined.npy,2,1
917_refined.npy,1,1
545_refined.npy,1,1
716_refined.npy,1,1
122_refined.npy,1,1
627_refined.npy,1,1
265_refined.npy,1,1
484_refined.npy,2,1
824_refined.npy,1,1
350_refined.npy,1,1
598_refined.npy,1,1
581_refined.npy,1,1
652_refined.npy,1,1
72_refined.npy,1,1
132_refined.npy,1,1
789_refined.npy,1,1
835_refined.npy,1,1
14_refined.npy,2,1
129_refined.npy,2,1
976_refined.npy,1,1
279_refined.npy,2,1
64_refined.npy,1,1
674_refined.npy,1,1
364_refined.npy,1,1
524_refined.npy,1,1
40_refined.npy,1,1
732_refined.npy,1,1
547_refined.npy,3,1
903_refined.npy,1,1
567_refined.npy,1,1
219_refined.npy,1,1
845_refined.npy,1,1
200_refined.npy,1,1
104_refined.npy,1,1
765_refined.npy,1,1
333_refined.npy,1,1
898_refined.npy,2,1
287_refined.npy,1,1
234_refined.npy,1,1
168_refined.npy,1,1
533_refined.npy,1,1
784_refined.npy,1,1
954_refined.npy,1,1
291_refined.npy,1,1
823_refined.npy,1,1
673_refined.npy,1,1
863_refined.npy,1,1
155_refined.npy,1,1
399_refined.npy,1,1
731_refined.npy,1,1
246_refined.npy,1,1
775_refined.npy,1,1
979_refined.npy,1,1
368_refined.npy,1,1
592_refined.npy,1,1
583_refined.npy,1,1
458_refined.npy,1,1
210_refined.npy,1,1
783_refined.npy,1,1
580_refined.npy,1,1
920_refined.npy,1,1
410_refined.npy,1,1
722_refined.npy,1,1
534_refined.npy,1,1
357_refined.npy,1,1
935_refined.npy,1,1
153_refined.npy,1,1
231_refined.npy,1,1
98_refined.npy,1,1
107_refined.npy,1,1
228_refined.npy,1,1
589_refined.npy,1,1
205_refined.npy,1,1
175_refined.npy,1,1
542_refined.npy,1,1
343_refined.npy,1,1
217_refined.npy,1,1
284_refined.npy,1,1
224_refined.npy,1,1
832_refined.npy,1,1
398_refined.npy,1,1
245_refined.npy,1,1
687_refined.npy,1,1
386_refined.npy,1,1
241_refined.npy,1,1
763_refined.npy,1,1
912_refined.npy,1,1
891_refined.npy,1,1
618_refined.npy,1,1
535_refined.npy,1,1
263_refined.npy,1,1
446_refined.npy,1,1
869_refined.npy,1,1
550_refined.npy,1,1
54_refined.npy,1,1
544_refined.npy,1,1
659_refined.npy,1,1
365_refined.npy,1,1
591_refined.npy,1,1
252_refined.npy,1,1
804_refined.npy,1,1
297_refined.npy,1,1
812_refined.npy,1,1
16_refined.npy,1,1
941_refined.npy,1,1
994_refined.npy,1,1
850_refined.npy,1,1
463_refined.npy,1,1
422_refined.npy,1,1
670_refined.npy,1,1
136_refined.npy,1,1
292_refined.npy,2,1
43_refined.npy,1,1
886_refined.npy,1,1
172_refined.npy,1,1
256_refined.npy,1,1
973_refined.npy,1,1
290_refined.npy,1,1
425_refined.npy,1,1
513_refined.npy,1,1
47_refined.npy,1,1
858_refined.npy,1,1
442_refined.npy,1,1
562_refined.npy,1,1
312_refined.npy,1,1
443_refined.npy,1,1
15_refined.npy,1,1
232_refined.npy,1,1
575_refined.npy,1,1
261_refined.npy,1,1
709_refined.npy,2,1
988_refined.npy,1,1
140_refined.npy,1,1
53_refined.npy,1,1
294_refined.npy,1,1
780_refined.npy,1,1
209_refined.npy,1,1
523_refined.npy,1,1
648_refined.npy,1,1
681_refined.npy,1,1
6_refined.npy,1,1
2_refined.npy,1,1
739_refined.npy,1,1
838_refined.npy,1,1
577_refined.npy,1,1
158_refined.npy,1,1
413_refined.npy,1,1
996_refined.npy,1,1
981_refined.npy,1,1
110_refined.npy,1,1
50_refined.npy,1,1
915_refined.npy,1,1
307_refined.npy,1,1
807_refined.npy,1,1
126_refined.npy,1,1
532_refined.npy,1,1
274_refined.npy,2,1
218_refined.npy,1,1
961_refined.npy,1,1
558_refined.npy,1,1
32_refined.npy,1,1
541_refined.npy,1,1
984_refined.npy,1,1
704_refined.npy,1,1
459_refined.npy,1,1
309_refined.npy,1,1
769_refined.npy,2,1
455_refined.npy,1,1
412_refined.npy,1,1
719_refined.npy,1,1
221_refined.npy,1,1
790_refined.npy,1,1
810_refined.npy,2,1
518_refined.npy,1,1
703_refined.npy,1,1
152_refined.npy,2,1
340_refined.npy,1,1
73_refined.npy,1,1
411_refined.npy,1,1
537_refined.npy,1,1
355_refined.npy,1,1
721_refined.npy,1,1
423_refined.npy,1,1
1_refined.npy,1,1
164_refined.npy,1,1
693_refined.npy,1,1
802_refined.npy,1,1
959_refined.npy,1,1
692_refined.npy,1,1
967_refined.npy,1,1
500_refined.npy,1,1
314_refined.npy,1,1
109_refined.npy,1,1
990_refined.npy,1,1
55_refined.npy,1,1
310_refined.npy,1,1
741_refined.npy,1,1
521_refined.npy,1,1
496_refined.npy,1,1
839_refined.npy,1,1
51_refined.npy,1,1
159_refined.npy,1,1
906_refined.npy,1,1
925_refined.npy,1,1
441_refined.npy,1,1
285_refined.npy,1,1
628_refined.npy,1,1
993_refined.npy,1,1
661_refined.npy,1,1
91_refined.npy,1,1
197_refined.npy,1,1
568_refined.npy,1,1
276_refined.npy,1,1
199_refined.npy,1,1
383_refined.npy,1,1
751_refined.npy,1,1
793_refined.npy,1,1
611_refined.npy,1,1
243_refined.npy,1,1
809_refined.npy,1,1
346_refined.npy,1,1
483_refined.npy,1,1
729_refined.npy,1,1
117_refined.npy,1,1
926_refined.npy,1,1
448_refined.npy,1,1
306_refined.npy,1,1
430_refined.npy,1,1
173_refined.npy,1,1
320_refined.npy,1,1
754_refined.npy,1,1
495_refined.npy,1,1
733_refined.npy,1,1
876_refined.npy,1,1
539_refined.npy,2,1
316_refined.npy,1,1
995_refined.npy,1,1
300_refined.npy,1,1
969_refined.npy,1,1
585_refined.npy,1,1
445_refined.npy,1,1
347_refined.npy,2,1
361_refined.npy,1,1
565_refined.npy,1,1
570_refined.npy,1,1
705_refined.npy,1,1
572_refined.npy,1,1
664_refined.npy,1,1
921_refined.npy,1,1
248_refined.npy,1,1
238_refined.npy,1,1
571_refined.npy,1,1
480_refined.npy,1,1
974_refined.npy,1,1
302_refined.npy,1,1
715_refined.npy,1,1
253_refined.npy,1,1
97_refined.npy,1,1
369_refined.npy,2,1
325_refined.npy,1,1
582_refined.npy,1,1
65_refined.npy,1,1
454_refined.npy,1,1
946_refined.npy,1,1
798_refined.npy,1,1
884_refined.npy,1,1
33_refined.npy,2,1
230_refined.npy,1,1
379_refined.npy,2,1
831_refined.npy,1,1
675_refined.npy,1,1
36_refined.npy,1,1
328_refined.npy,1,1
914_refined.npy,1,1
744_refined.npy,1,1
738_refined.npy,1,1
826_refined.npy,1,1
965_refined.npy,1,1
817_refined.npy,1,1
286_refined.npy,1,1
836_refined.npy,1,1
188_refined.npy,1,1
116_refined.npy,1,1
556_refined.npy,1,1
655_refined.npy,1,1
156_refined.npy,1,1
288_refined.npy,1,1
424_refined.npy,1,1
619_refined.npy,1,1
401_refined.npy,1,1
872_refined.npy,1,1
606_refined.npy,1,1
318_refined.npy,1,1
668_refined.npy,1,1
843_refined.npy,1,1
962_refined.npy,1,1
800_refined.npy,1,1
356_refined.npy,1,1
220_refined.npy,1,1
151_refined.npy,1,1
650_refined.npy,3,1
145_refined.npy,1,1
940_refined.npy,1,1
742_refined.npy,1,1
600_refined.npy,1,1
578_refined.npy,1,1
432_refined.npy,1,1
630_refined.npy,1,1
787_refined.npy,1,1
597_refined.npy,1,1
697_refined.npy,1,1
708_refined.npy,1,1
20_refined.npy,1,1
579_refined.npy,1,1
957_refined.npy,1,1
196_refined.npy,1,1
629_refined.npy,1,1
767_refined.npy,1,1
885_refined.npy,1,1
877_refined.npy,2,1
718_refined.npy,1,1
13_refined.npy,1,1
516_refined.npy,1,1
345_refined.npy,1,1
439_refined.npy,1,1
711_refined.npy,1,1
963_refined.npy,1,1
608_refined.npy,1,1
723_refined.npy,1,1
949_refined.npy,1,1
647_refined.npy,1,1
574_refined.npy,1,1
498_refined.npy,1,1
879_refined.npy,1,1
94_refined.npy,1,1
473_refined.npy,1,1
60_refined.npy,1,1
95_refined.npy,1,1
479_refined.npy,1,1
907_refined.npy,1,1
737_refined.npy,1,1
184_refined.npy,1,1
41_refined.npy,1,1
573_refined.npy,1,1
772_refined.npy,1,1
157_refined.npy,1,1
663_refined.npy,2,1
438_refined.npy,1,1
326_refined.npy,1,1
980_refined.npy,1,1
269_refined.npy,1,1
