filename,class_id,class_name,cc_count,significant_cc,main_ratio,voxel_count
103.nii.img.nii.gz,1,Myocardium,1,1,1.0,1709500
103.nii.img.nii.gz,2,LA,1,1,1.0,1245030
103.nii.img.nii.gz,3,LV,1,1,1.0,1517651
103.nii.img.nii.gz,4,RA,1,1,1.0,1688159
103.nii.img.nii.gz,5,RV,1,1,1.0,1729721
103.nii.img.nii.gz,6,Aorta,2,2,0.537112411344775,1034344
103.nii.img.nii.gz,7,PA,2,2,0.7464129679277133,161136
103.nii.img.nii.gz,8,LAA,1,1,1.0,84921
103.nii.img.nii.gz,9,Coronary,2,2,0.5982656895098502,69999
103.nii.img.nii.gz,10,PV,3,3,0.43155705395930827,298095
101.nii.img.nii.gz,1,Myocardium,1,1,1.0,1320565
101.nii.img.nii.gz,2,LA,1,1,1.0,1157309
101.nii.img.nii.gz,3,LV,1,1,1.0,1233031
101.nii.img.nii.gz,4,RA,1,1,1.0,1041463
101.nii.img.nii.gz,5,RV,1,1,1.0,1697195
101.nii.img.nii.gz,6,Aorta,2,2,0.5714658023859165,1020656
101.nii.img.nii.gz,7,PA,2,1,0.9869515255612593,411619
101.nii.img.nii.gz,8,LAA,1,1,1.0,82232
101.nii.img.nii.gz,9,Coronary,2,2,0.5762201245229965,74685
101.nii.img.nii.gz,10,PV,3,3,0.4907057270812943,269736
102.nii.img.nii.gz,1,Myocardium,1,1,1.0,1645726
102.nii.img.nii.gz,2,LA,1,1,1.0,909029
102.nii.img.nii.gz,3,LV,1,1,1.0,1289971
102.nii.img.nii.gz,4,RA,1,1,1.0,1064374
102.nii.img.nii.gz,5,RV,1,1,1.0,1870027
102.nii.img.nii.gz,6,Aorta,2,2,0.5181008703668402,1405844
102.nii.img.nii.gz,7,PA,2,1,0.9885357141800254,337919
102.nii.img.nii.gz,8,LAA,1,1,1.0,113165
102.nii.img.nii.gz,9,Coronary,2,2,0.5233406973393526,62466
102.nii.img.nii.gz,10,PV,3,3,0.5615403517393899,284870
1000.nii.img.nii.gz,1,Myocardium,1,1,1.0,1801303
1000.nii.img.nii.gz,2,LA,1,1,1.0,1155669
1000.nii.img.nii.gz,3,LV,1,1,1.0,1973757
1000.nii.img.nii.gz,4,RA,1,1,1.0,1260990
1000.nii.img.nii.gz,5,RV,1,1,1.0,2670646
1000.nii.img.nii.gz,6,Aorta,2,2,0.5357394085963534,1363299
1000.nii.img.nii.gz,7,PA,2,2,0.8789571853565469,468578
1000.nii.img.nii.gz,8,LAA,1,1,1.0,174562
1000.nii.img.nii.gz,9,Coronary,2,2,0.5491575352032201,78757
1000.nii.img.nii.gz,10,PV,3,3,0.5112496604033022,360722
104.nii.img.nii.gz,1,Myocardium,1,1,1.0,1791474
104.nii.img.nii.gz,2,LA,1,1,1.0,1148337
104.nii.img.nii.gz,3,LV,1,1,1.0,1510902
104.nii.img.nii.gz,4,RA,1,1,1.0,1310969
104.nii.img.nii.gz,5,RV,1,1,1.0,1974210
104.nii.img.nii.gz,6,Aorta,2,2,0.5105869905528618,1943234
104.nii.img.nii.gz,7,PA,1,1,1.0,794554
104.nii.img.nii.gz,8,LAA,1,1,1.0,106967
104.nii.img.nii.gz,9,Coronary,2,2,0.6374951441224458,64355
104.nii.img.nii.gz,10,PV,3,3,0.4686814190375834,355875
100.nii.img.nii.gz,1,Myocardium,1,1,1.0,1997813
100.nii.img.nii.gz,2,LA,1,1,1.0,1387127
100.nii.img.nii.gz,3,LV,1,1,1.0,1724295
100.nii.img.nii.gz,4,RA,1,1,1.0,1576161
100.nii.img.nii.gz,5,RV,1,1,1.0,2210633
100.nii.img.nii.gz,6,Aorta,2,2,0.540369774870749,1645055
100.nii.img.nii.gz,7,PA,2,1,0.9874075655467228,594881
100.nii.img.nii.gz,8,LAA,1,1,1.0,254659
100.nii.img.nii.gz,9,Coronary,2,2,0.6717706918648023,104558
